"","FLF-SAMD00096905","FLF-SAMD00096906","FLF-SAMD00096907","PF-SAMD00096908","PF-SAMD00096909","PF-SAMD00096910"
"SVE_0600100",7.00740070004105,6.14168466623586,7.34158407590401,6.57514705060797,5.4957996837522,5.82466171061162
"SVE_0600200",2.94784844689045,3.81876487947029,3.15661570505906,1.77898981951135,1.85301617534647,1.77363751096979
"SVE_0600300",1.04591838306326,0.90220102274896,1.35969138060877,-0.196700828912327,-0.112907916730523,0.445999254785881
"SVE_0600400",0.781384790987094,-0.0731425937350373,1.64717435521404,0.172784870435514,-0.366698931611064,-0.407397676637243
"SVE_0600500",4.94561368121286,3.88053343397602,4.63498268966162,5.65377722418826,5.74708328880221,5.93683023264277
"SVE_0600600",3.41292292148867,2.85819933645072,3.97617560976265,2.20057471663273,2.55074539856994,1.72752492695107
"SVE_0600800",-0.11967967985155,0.0417826717583311,-1.38120513218732,-0.0776357053606403,-1.01898424412606,-0.0543043370310378
"SVE_0600900",6.9218019243911,6.5937479609171,7.1189110085589,5.60899826290483,5.34742696624075,5.24666213844541
"SVE_0601000",4.9084057662877,4.78328104980306,4.92645588339264,4.75603043479986,4.85334257739563,4.85047138603888
"SVE_0601100",0.788364210015048,0.559606219249368,2.02204098507021,0.342812323448042,0.607832165869465,0.754184938991798
"SVE_0601200",5.56786042382149,5.93375608154262,5.80660621478195,5.8120731827806,6.24199982649744,5.96693927828408
"SVE_0601300",2.45113583461655,2.02022506695637,3.34589658038205,0.945241004795788,1.68587835490162,1.14258733018221
"SVE_0601400",1.05455029512575,0.971447689747278,0.871826744735741,0.796678447972624,0.33740493353462,0.927958918611534
"SVE_0601500",8.53368555915515,8.41946104648068,7.89583578912954,9.60746024044637,10.1943624520307,10.3516314127141
"SVE_0601600",-2.38482098250016,-4.49417908538889,-3.89809470963667,-0.371395544902596,-0.383158889841917,-0.0448339111718714
"SVE_0601700",4.95879230571477,4.960868201899,5.06499755346171,5.16847008053867,5.67931873035818,5.73039850349095
"SVE_0601800",2.32723494621453,1.76517829081796,2.71097756443198,0.789131269653711,0.998089666704535,0.921149873711705
"SVE_0601900",-0.156844837616949,-1.627160666283,1.00446749722707,-1.75749518084755,-1.71066244497805,-1.3719900774636
"SVE_0602000",0.76004280745434,-0.120415780276727,1.43042043499277,-1.17910975321662,-1.15702376844522,-2.00740447526452
"SVE_0602100",-0.401588565289803,-5.63426272962286,-0.24156734234196,-1.06102368674819,-0.183826536300902,-0.520658455694665
"SVE_0602200",7.87343700835983,7.58831477073431,7.6101791972095,7.39778193348168,7.54068146785457,7.63333999924411
"SVE_0602300",-1.6492023572797,-2.06073437047068,-1.79594660807579,-1.76379736753732,-2.34222822147943,-3.1782899294027
"SVE_0602400",-0.0792484941372476,0.663331881820619,0.861893363349099,-0.934085978881333,-0.923132483012003,-0.845506547109524
"SVE_0602500",-1.6535671008177,-1.34700528057655,-1.98338657591706,-1.29535272640554,-2.32705885415815,-1.0444810765365
"SVE_0602600",-0.109038337381381,-0.33471406466095,0.431563142100377,-2.55600234154672,-1.35920390400163,-3.17615702329449
"SVE_0602700",6.54925650736218,7.45769440605951,6.29813665215407,7.73809107229549,7.65005088825635,7.46952865948705
"SVE_0602800",1.02021101112848,1.91342417429258,2.26042315305127,1.38165824431206,0.834078122440189,1.39866251956023
"SVE_0602900",3.12694293002717,3.48334003261668,3.10869136941318,3.07132342413276,2.95474704768974,3.09812630104877
"SVE_0603200",0.577409888384317,-3.07566691210188,-3.91897083852916,7.55824914990789,7.41089758889283,7.3752147917085
"SVE_0603300",-1.47613948827084,-0.979856290366761,-0.301063962118681,3.86878471334812,4.05612596160025,4.01059848815994
"SVE_0603400",-1.09604659377531,-0.197405150937428,-0.806372654415256,0.0697235613458352,0.310256138324386,0.048746831160819
"SVE_0603500",-0.570497449267565,-1.00267320076361,-0.325659531975358,-0.75196924801099,-0.470006643736108,-0.823328544491609
"SVE_0604100",-3.95994372868351,-5.63424134760203,-1.59173510437078,-0.819273657412229,-0.0248100504353246,-0.510575501065428
"SVE_0604600",1.79854625980528,1.04409858562352,2.3097465012301,0.487155731946084,0.951845109482767,0.511375646791901
"SVE_0604700",0.641049858235256,1.04352910200367,-0.53749453536225,1.12444720534795,1.55727559122615,1.55096641275961
"SVE_0604800",6.52385510409049,6.76299169521344,6.23453810913963,7.70659324593754,8.21821420713565,8.23671447309415
"SVE_0604900",-1.05241196104637,-5.63424430927644,-3.73220288034051,0.825056209141986,1.08467329583294,0.194901923037257
"SVE_0605000",6.82287633209248,6.66259905165824,7.4541150108283,6.92382904293904,6.92628859101745,7.01379366541265
"SVE_0605100",2.72022146189849,2.83371557013737,2.46247655262214,0.138432396233629,-2.04774811038848,0.229410352702043
"SVE_0605200",2.67155404801099,3.43700504569811,1.82406194339801,3.57423069746251,3.32494439880412,3.05365752171812
"SVE_0605300",-2.62379480471143,-4.23987377532442,-3.34378135785013,-1.42761108022993,0.365993498773457,-0.0481081832244721
"SVE_0605400",6.40570171178379,6.07367100042444,6.57717020609122,7.19081435703406,7.24348913059199,7.29927558992135
"SVE_0605500",2.54246808078826,2.99653113073184,2.13029565619118,3.39920498862869,3.97067679790128,3.98943683466337
"SVE_0605600",6.2229001276338,6.73989138158381,6.86469933278529,6.13309310313225,5.82435964956111,5.87836526748389
"SVE_0605700",8.3837873820899,8.10981647273196,8.40445356437451,8.18652023378725,8.16834326055244,8.14624635482227
"SVE_0605800",4.82576160735187,4.76853918000948,5.05902695111826,5.44990027348292,5.88066909145575,6.10667114925545
"SVE_0605900",2.44613787473474,1.69015932110451,3.28876938955598,4.35607523220561,3.84094674098324,4.28153546510915
"SVE_0606000",0.0251565213239585,-0.150077874314015,-0.278929682338918,-1.00307216134513,-1.71553615644695,-0.953167825337042
"SVE_0606100",1.63284431525643,1.90537903288796,1.73048144776902,1.61971280706618,1.86873433352635,1.925782356864
"SVE_0606200",4.32549520745097,3.41704624921031,4.97585169949639,4.00470210065657,3.06453312436591,4.0270410843223
"SVE_0606300",2.24420823406166,1.60968073954993,1.73030096410295,1.49677897253333,0.200859655113032,1.203632819727
"SVE_0606400",4.01583184119102,3.81264284064208,3.47538883403852,3.22401550447365,3.54286704730908,3.29509241177055
"SVE_0606500",0.593737943894016,1.19099143813664,0.209572411457039,-2.34238023355054,-1.33962758887622,-1.43282057051405
"SVE_0606700",3.50710736317123,3.70539739813178,4.00902782758631,2.23697493168156,1.40895593721901,1.83796210033387
"SVE_0606800",1.95107490581943,1.13095497536956,-1.54327029763978,1.1066358562488,1.8029256727294,0.984314151518639
"SVE_0606900",5.48664152107043,5.35325597006214,4.9302444836526,5.74627334861204,5.76687108310314,5.80304441785063
"SVE_0607100",0.299775502247076,0.382679103291721,0.111701886489269,-0.135112954671765,-0.776083214762209,-1.22262190273755
"SVE_0607200",-1.66700228639899,-0.599847159726697,-0.224226373856264,-2.15411306374635,-0.103551760023825,-2.01163777030862
"SVE_0607300",0.0924809415730381,1.39088922414391,-2.14961298497213,1.60605909225643,0.734563604699838,0.84429039271337
"SVE_0607700",-1.12695308897541,0.267724781540388,-5.31165315722026,0.38009914320421,0.406993590249857,0.734422069858113
"SVE_0607800",-0.918596572026273,-5.63423902286815,-5.3116328693836,-0.902036118753245,-1.02420315813533,-1.0513831557889
"SVE_0607900",-3.00395623714379,-5.63425000818019,-0.366568188767427,0.171813410065555,-0.554112378535758,-0.191565077771277
"SVE_0608100",3.16490817379784,3.11742047503039,3.19148108568974,1.42252201055004,1.87597846713662,1.4747296791565
"SVE_0608200",4.43511466825549,4.36673213542776,4.72104829432963,5.17660089340988,5.26941019276155,5.12861827565916
"SVE_0608300",3.44829468165177,3.92185729252678,2.89634075197184,3.48978328657238,3.79207608600103,3.88633937393756
"SVE_0608400",3.73023679399353,2.66122014510145,4.30629148505167,2.29865251787625,2.2243347698125,2.77092796677938
"SVE_0608500",7.8625171670207,7.3858440963395,8.08321132194994,8.14074208504949,8.04973273411322,8.3444256849079
"SVE_0608600",6.84667503048976,6.87637681821789,7.16988817465431,7.32513933895547,7.66284742980964,7.50183501895646
"SVE_0608700",-0.317422325694185,-0.0783913612212369,1.07234730300988,-1.6304420215157,-0.240943657692171,-0.953972084073528
